"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","y"
22," Self-emp-inc",375422,13," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," South"," <=50K"
49," Self-emp-not-inc",263568,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
26," Private",302097,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",3464,0,48," United-States"," <=50K"
35," Private",248010,13," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",405577,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
28," Federal-gov",526528,10," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",3887,0,40," United-States"," <=50K"
17," Private",150262,7," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
40," Private",75363,10," Separated"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
44," Private",222434,9," Divorced"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",171236,9," Divorced"," Handlers-cleaners"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
45," State-gov",320818,10," Married-spouse-absent"," Other-service"," Other-relative"," Black"," Male",0,0,40," Haiti"," <=50K"
61," Self-emp-inc",61040,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,36," United-States"," >50K"
29," Private",391867,11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
40," Private",94080,12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
30," Private",170130,9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
65," ?",293385,1," Married-civ-spouse"," ?"," Husband"," Black"," Male",0,0,30," United-States"," <=50K"
25," Private",106377,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
42," Local-gov",70655,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,44," United-States"," <=50K"
19," State-gov",159269,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"
33," Private",167309,13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",170092,10," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
61," State-gov",151459,6," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,38," United-States"," <=50K"
51," Local-gov",168539,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
50," Private",140741,7," Never-married"," Machine-op-inspct"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
25," Private",163396,10," Never-married"," Tech-support"," Not-in-family"," Other"," Female",0,0,40," United-States"," <=50K"
18," Private",36251,6," Never-married"," Other-service"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
33," Private",79303,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
35," Private",272338,11," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
43," State-gov",129298,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
27," Private",168827,13," Never-married"," Sales"," Own-child"," White"," Male",0,0,2," United-States"," <=50K"
31," Private",373432,5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,43," United-States"," <=50K"
62," Private",136314,10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
43," Private",184625,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
34," Self-emp-inc",265917,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
35," Private",22055,10," Married-civ-spouse"," Prof-specialty"," Husband"," Amer-Indian-Eskimo"," Male",0,0,60," United-States"," <=50K"
42," Private",270721,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,32," United-States"," <=50K"
46," Private",116952,4," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,45," United-States"," <=50K"
45," Private",331643,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
23," Private",184813,10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
30," Private",197886,10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," >50K"
40," Private",382499,9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
41," Private",144032,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
37," Private",230408,9," Divorced"," Other-service"," Not-in-family"," Black"," Female",0,0,20," United-States"," <=50K"
23," Private",34113,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
28," Private",331381,13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
58," Private",164857,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,99," United-States"," <=50K"
33," Local-gov",267859,10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",49020,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
31," Private",286406,9," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",3325,0,40," United-States"," <=50K"
25," Private",156334,6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
35," Local-gov",45607,14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States"," >50K"
42," State-gov",341638,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
51," Local-gov",35211,14," Married-civ-spouse"," Prof-specialty"," Husband"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
19," Private",214935,10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",132130,11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," >50K"
57," Private",222247,8," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
45," State-gov",305739,10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
23," Private",172047,9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
49," State-gov",336509,6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",383402,10," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
47," Private",328216,10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
33," Private",433375,2," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," Mexico"," <=50K"
43," Private",190044,6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
56," Private",53366,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",236136,11," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
34," Federal-gov",223267,10," Divorced"," Protective-serv"," Own-child"," White"," Male",0,0,72," United-States"," <=50K"
22," Private",236769,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,20," England"," <=50K"
23," Private",287681,9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," Columbia"," <=50K"
41," Private",49797,10," Separated"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
34," Private",216864,9," Divorced"," Other-service"," Unmarried"," White"," Female",0,3770,45," United-States"," <=50K"
57," Private",437727,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,45," United-States"," >50K"
54," Private",146834,9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
28," Self-emp-not-inc",38079,10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
42," Private",115178,13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,15," United-States"," <=50K"
45," Private",195949,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",147921,11," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,46," United-States"," <=50K"
27," Private",29261,9," Married-AF-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
44," Private",257758,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
19," Private",71650,9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
55," Self-emp-inc",258648,6," Widowed"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",249935,13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
44," Private",120277,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,38," United-States"," >50K"
26," Private",193165,10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,52," United-States"," >50K"
21," Private",221418,9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
46," Private",143189,3," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," Dominican-Republic"," <=50K"
25," Private",335005,10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",3137,0,40," United-States"," <=50K"
50," Local-gov",311551,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
25," Private",124111,9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"
48," Private",50402,10," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",24243,9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,1590,40," United-States"," <=50K"
44," Self-emp-inc",151089,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,70," United-States"," >50K"
31," Private",173002,9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
51," Private",192182,10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
33," Private",143540,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Private",28334,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
51," Private",245873,10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
30," Private",129707,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,35," United-States"," >50K"
42," State-gov",184682,12," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
46," Private",167515,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,50," United-States"," >50K"
40," Private",170019,9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," ?"," <=50K"
43," Local-gov",35824,14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," >50K"
50," Self-emp-not-inc",95577,9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,12," ?"," <=50K"
46," Private",113806,8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,40," ?"," >50K"
26," ?",132749,13," Never-married"," ?"," Not-in-family"," White"," Female",0,0,80," United-States"," <=50K"
55," Private",144084,6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Private",184169,14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7688,0,35," United-States"," >50K"
45," Self-emp-inc",145290,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," >50K"
22," Private",235829,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
37," Private",220237,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5178,0,40," United-States"," >50K"
56," Private",195668,6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,35," Cuba"," >50K"
65," Self-emp-not-inc",22907,4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",235259,10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
37," Private",326886,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",188540,9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
25," Private",198870,13," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,0,35," United-States"," <=50K"
37," Private",171090,5," Married-civ-spouse"," Machine-op-inspct"," Wife"," Black"," Female",0,0,48," United-States"," <=50K"
53," Local-gov",176557,14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
55," State-gov",71630,9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,1617,40," United-States"," <=50K"
40," Local-gov",180123,9," Married-spouse-absent"," Farming-fishing"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
61," Private",123991,10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
55," Private",124137,9," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," Poland"," <=50K"
20," Private",291979,9," Married-civ-spouse"," Sales"," Other-relative"," White"," Male",0,0,20," United-States"," <=50K"
37," Private",131463,6," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,33," United-States"," <=50K"
33," Self-emp-inc",239018,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
